Farm_ID,District,Planting_Date,Days_After_Planting,Growth_Stage,Land_Size_Acres,Seed_Variety,Soil_Type,Soil_pH,Soil_Moisture_pct,Weekly_Rainfall_mm,Avg_Temperature_C,Relative_Humidity_pct,Solar_Radiation_MJ_m2_day,Irrigation_mm_week,Fertilizer_kg_acre,Pest_Severity,Disease_Severity,Plant_Height_cm,Leaf_Greenness_Index,Predicted_Final_Yield_t_ha,Actual_Final_Yield_t_ha
F0838,Kurunegala,2025-11-22,212,Rhizome Development,4.26,Local,Clay Loam,5.5,22.5,1.9,28.2,70.7,12.0,17.5,74.9,Low,Medium,120.6,56.9,13.78,13.34
F0888,Kurunegala,2025-09-13,79,Early Vegetative,0.93,Local,Loam,5.6,51.3,119.2,30.3,82.3,21.2,26.6,83.2,Medium,Low,55.0,70.5,12.86,12.81
F0429,Nuwara Eliya,2025-01-25,233,Rhizome Development,1.29,Local,Clay Loam,6.3,23.8,6.7,32.2,84.3,16.1,31.0,58.8,Medium,Low,123.8,56.8,15.43,16.23
F0263,Monaragala,2025-01-10,256,Rhizome Development,2.96,Chinese,Sandy Loam,5.2,40.0,76.4,30.0,91.4,24.3,11.8,77.7,Low,Low,133.6,62.5,16.83,17.51
F0786,Galle,2025-09-08,15,Sprouting,4.8,Nadun,Loam,5.7,46.3,92.3,33.4,68.1,18.5,38.8,65.2,Medium,Medium,33.0,64.2,8.75,8.68
F0872,Monaragala,2025-12-06,253,Rhizome Development,3.65,Nadun,Loam,6.0,25.0,0.5,28.9,77.7,21.5,20.3,20.5,Medium,Low,152.3,51.7,13.93,13.23
F0330,Galle,2025-12-26,120,Vegetative,0.82,Nadun,Loam,5.3,39.7,82.5,32.4,58.8,14.5,36.7,71.1,High,High,78.5,66.6,10.12,10.05
F0919,Kurunegala,2025-04-22,76,Early Vegetative,1.9,Chinese,Loam,5.2,46.6,98.1,31.5,81.6,22.5,34.6,46.6,High,Medium,50.8,63.2,9.39,9.3
F0358,Matale,2025-12-29,112,Vegetative,3.91,Chinese,Sandy Loam,6.5,49.1,106.2,32.1,65.3,24.2,40.2,65.7,Low,Low,66.5,72.2,14.24,14.21
F0558,Badulla,2025-03-03,149,Vegetative,4.42,Chinese,Sandy Loam,6.5,45.4,115.5,27.3,92.8,23.7,0.1,91.0,Low,Low,80.8,62.3,16.06,16.63
F0164,Ratnapura,2025-01-01,64,Early Vegetative,3.37,Chinese,Sandy Loam,5.6,36.7,57.7,29.9,62.2,18.9,3.8,76.4,Low,Medium,38.9,62.9,10.48,10.65
F0048,Monaragala,2025-02-12,68,Early Vegetative,2.1,Local,Clay Loam,6.6,23.0,9.3,32.3,55.3,12.8,34.2,118.4,Medium,Low,44.7,56.7,11.39,11.33
F0583,Matara,2025-10-18,105,Vegetative,2.93,Local,Sandy Loam,6.6,52.2,117.0,33.8,71.1,15.1,35.8,85.1,Medium,Medium,82.2,67.2,13.68,14.09
F0151,Kurunegala,2025-10-16,31,Early Vegetative,4.83,Nadun,Clay Loam,6.0,20.1,5.8,28.2,91.1,22.3,45.7,99.2,Low,Low,21.9,53.5,11.04,11.18
F0347,Galle,2025-04-16,235,Rhizome Development,1.82,Local,Clay Loam,6.5,48.7,110.6,23.1,85.6,22.8,32.8,34.8,Low,Medium,136.8,68.0,17.76,18.37
F0693,Matara,2025-10-13,269,Maturity,3.65,Local,Clay Loam,6.2,38.6,58.0,31.1,85.2,18.4,6.5,103.5,Low,Medium,156.3,59.4,18.48,18.41
F0447,Matara,2025-12-31,262,Maturity,2.87,Local,Sandy Loam,6.3,42.6,90.9,24.1,88.9,19.9,5.2,98.5,Medium,High,148.7,62.3,16.96,16.24
F0539,Ratnapura,2025-03-08,51,Early Vegetative,4.83,Local,Clay Loam,5.4,42.5,100.7,20.3,62.9,12.3,4.8,47.4,Low,Low,38.7,64.7,11.86,12.34
F0481,Kandy,2025-11-25,155,Rhizome Initiation,0.71,Nadun,Sandy Loam,6.0,37.6,87.0,31.8,85.5,18.0,23.7,80.6,Medium,Low,87.5,61.5,14.12,13.41
F0787,Nuwara Eliya,2025-01-30,213,Rhizome Development,0.79,Chinese,Clay Loam,5.9,46.6,103.8,32.2,91.9,14.5,19.1,31.4,Low,Medium,117.9,67.2,16.83,16.51
F0899,Nuwara Eliya,2025-11-10,267,Maturity,4.18,Nadun,Sandy Loam,6.3,27.5,29.8,22.2,57.9,17.1,8.0,114.5,Low,Low,155.9,58.6,17.49,17.83
F0855,Kurunegala,2025-10-12,200,Rhizome Initiation,2.61,Chinese,Sandy Loam,5.4,24.1,21.2,24.2,61.6,15.0,47.5,83.2,Low,Low,108.7,49.6,16.42,16.49
F0153,Kegalle,2025-01-03,222,Rhizome Development,4.45,Nadun,Clay Loam,6.0,45.6,110.8,32.5,92.1,22.8,27.8,28.5,Low,Medium,132.7,68.1,15.34,14.73
F0422,Matara,2025-07-15,189,Rhizome Initiation,4.4,Nadun,Clay Loam,6.8,31.7,63.4,28.9,65.3,22.7,12.0,84.4,Medium,Medium,106.4,55.7,14.3,14.77
F0223,Matale,2025-07-28,41,Early Vegetative,4.78,Nadun,Clay Loam,5.6,35.8,75.6,23.9,74.6,23.1,24.3,57.4,Medium,Low,25.8,65.2,10.64,10.94
F0088,Badulla,2025-08-05,11,Sprouting,2.73,Chinese,Loam,5.6,32.5,51.5,23.8,72.4,15.0,26.9,97.5,Low,Low,17.6,57.0,10.79,10.23
F0236,Kurunegala,2025-07-26,295,Maturity,3.55,Chinese,Clay Loam,6.1,53.6,117.8,22.5,57.6,17.7,36.4,60.3,Low,Medium,163.6,70.4,19.79,19.78
F0232,Nuwara Eliya,2025-08-24,169,Rhizome Initiation,1.8,Nadun,Sandy Loam,5.1,32.5,52.5,27.9,88.4,17.7,1.2,46.6,Low,Medium,90.8,57.4,12.29,12.18
F0247,Monaragala,2025-11-11,82,Early Vegetative,2.38,Chinese,Sandy Loam,6.4,51.4,106.8,33.1,82.5,15.3,22.5,49.3,High,Low,68.3,75.2,10.45,10.84
F0416,Matale,2025-11-11,160,Rhizome Initiation,4.17,Chinese,Clay Loam,6.4,37.7,54.7,30.8,73.9,19.9,45.1,63.1,Low,Low,99.5,66.7,14.65,14.06
F0970,Matale,2025-06-14,272,Maturity,1.8,Local,Clay Loam,5.8,26.2,41.8,27.9,82.3,14.9,43.4,86.6,Medium,Low,162.2,60.0,17.9,18.04
F0282,Ratnapura,2025-11-18,104,Vegetative,3.09,Chinese,Sandy Loam,5.3,36.8,81.2,33.9,62.1,17.8,34.5,63.8,Low,High,79.4,62.1,11.23,11.86
F0880,Ratnapura,2025-08-22,125,Vegetative,2.64,Nadun,Clay Loam,5.9,29.2,53.7,26.3,75.2,17.6,33.4,24.1,High,Low,88.3,58.3,11.82,12.49
F0406,Ratnapura,2025-12-04,164,Rhizome Initiation,2.47,Chinese,Clay Loam,6.5,31.1,48.0,33.6,90.9,23.6,29.7,21.8,Low,Low,93.4,55.7,14.86,15.49
F0548,Kandy,2025-04-06,18,Sprouting,2.86,Nadun,Clay Loam,5.7,35.1,46.8,30.3,57.2,12.6,19.3,102.1,Low,Low,29.9,58.0,11.96,11.26
F0618,Matale,2025-08-17,112,Vegetative,0.7,Chinese,Clay Loam,6.8,20.5,11.0,29.4,92.4,20.3,2.5,24.2,Low,Low,75.1,55.4,10.35,10.1
F0744,Kandy,2025-08-15,53,Early Vegetative,4.58,Chinese,Loam,5.7,47.8,92.9,21.4,70.1,23.8,43.3,41.6,Medium,Medium,47.3,70.1,10.29,11.07
F0351,Badulla,2025-05-06,144,Vegetative,4.82,Chinese,Loam,5.3,52.2,112.1,24.4,86.4,24.5,7.9,21.7,Low,Low,88.3,75.1,14.43,14.4
F0724,Matara,2025-04-12,135,Vegetative,2.98,Chinese,Loam,6.3,35.3,70.9,32.3,66.6,17.0,3.7,39.0,Low,Medium,82.9,58.9,13.64,13.56
F0720,Kandy,2025-03-15,241,Rhizome Development,3.11,Chinese,Loam,6.4,35.3,55.6,22.6,79.4,24.9,36.6,63.2,Low,Low,137.0,56.6,17.79,17.31
F0038,Matara,2025-07-02,214,Rhizome Development,2.82,Chinese,Loam,6.2,26.5,34.2,24.1,88.8,17.3,1.6,46.6,Medium,High,117.0,51.4,12.74,13.51
F0117,Monaragala,2025-10-15,137,Vegetative,0.51,Local,Loam,5.9,32.0,29.8,31.2,78.2,13.1,31.2,105.1,Low,Low,98.3,63.9,13.49,13.98
F0622,Matale,2025-03-23,39,Early Vegetative,3.17,Chinese,Sandy Loam,6.4,34.4,65.5,26.6,76.5,18.2,10.8,23.1,Medium,High,34.3,64.1,6.88,7.47
F0384,Kandy,2025-10-27,209,Rhizome Initiation,1.12,Chinese,Loam,5.8,52.9,119.0,22.5,79.0,20.3,10.1,103.5,Low,High,112.2,76.2,17.05,17.09
F0337,Badulla,2025-02-12,122,Vegetative,3.33,Local,Clay Loam,6.4,39.5,93.3,33.5,73.4,23.5,17.3,118.2,Low,Low,67.0,61.0,15.86,16.53
F0265,Kegalle,2025-05-12,277,Maturity,2.98,Local,Clay Loam,5.5,25.2,28.7,23.4,67.9,14.4,37.7,67.0,Low,Low,166.0,50.5,16.89,16.1
F0771,Matara,2025-07-14,75,Early Vegetative,2.4,Chinese,Clay Loam,6.2,33.3,53.2,33.9,81.5,13.6,31.9,73.8,Low,Low,44.1,62.5,11.63,12.31
F0437,Kegalle,2025-05-04,119,Vegetative,4.8,Chinese,Loam,6.0,41.5,97.8,30.7,58.3,12.5,3.8,106.4,Medium,Low,76.1,65.4,14.86,15.19
F0603,Matara,2025-04-19,195,Rhizome Initiation,3.64,Chinese,Clay Loam,5.3,51.5,110.5,33.2,55.8,17.2,45.5,60.3,Low,Medium,112.7,72.5,16.84,17.11
F0524,Galle,2025-05-29,4,Sprouting,0.68,Local,Clay Loam,5.5,51.1,112.9,33.5,77.2,17.7,32.4,26.4,Medium,Medium,18.6,73.9,9.73,9.77
F0111,Kandy,2025-08-01,178,Rhizome Initiation,4.26,Local,Sandy Loam,6.1,43.0,83.5,25.6,64.4,20.4,25.2,70.2,Medium,Low,95.6,64.0,15.6,15.86
F0602,Kegalle,2025-11-05,241,Rhizome Development,3.56,Chinese,Clay Loam,6.8,25.6,16.0,29.6,66.4,22.5,19.1,62.2,Medium,High,141.9,54.2,13.16,13.43
F0303,Galle,2025-10-04,295,Maturity,3.8,Local,Sandy Loam,6.5,47.0,107.3,26.5,65.4,24.6,4.9,22.3,Low,Low,153.1,64.4,18.83,18.08
F0329,Nuwara Eliya,2025-04-23,68,Early Vegetative,3.62,Local,Sandy Loam,5.0,41.8,97.0,21.5,88.6,20.5,15.7,103.3,Low,Low,63.7,62.6,12.61,11.91
F0039,Monaragala,2025-04-29,247,Rhizome Development,4.61,Chinese,Sandy Loam,5.8,28.9,53.9,23.6,90.0,15.2,11.3,32.3,Low,Medium,148.8,56.0,16.23,15.54
F0218,Monaragala,2025-04-26,280,Maturity,1.05,Chinese,Loam,6.1,42.3,76.4,29.0,63.1,18.2,13.6,37.4,Medium,Low,159.5,70.0,18.2,18.14
F0735,Nuwara Eliya,2025-04-09,285,Maturity,4.81,Local,Sandy Loam,6.5,42.3,89.7,28.3,82.1,19.5,7.3,86.2,Low,Low,168.0,62.2,19.15,18.86
F0610,Monaragala,2025-02-11,152,Rhizome Initiation,3.53,Local,Clay Loam,6.2,37.7,68.1,29.5,92.0,18.9,42.4,114.1,Medium,Medium,82.6,62.0,14.59,13.88
F0196,Nuwara Eliya,2025-02-13,115,Vegetative,3.5,Local,Loam,6.1,34.6,52.6,22.6,64.0,17.1,42.4,91.6,Low,Low,73.1,56.3,14.33,14.52
F0745,Matara,2025-08-02,80,Early Vegetative,0.91,Local,Sandy Loam,5.5,23.1,2.0,30.9,77.0,24.1,24.4,69.4,High,High,65.4,54.7,7.66,7.15
F0736,Nuwara Eliya,2025-10-02,227,Rhizome Development,4.04,Nadun,Sandy Loam,5.8,31.6,39.5,24.0,91.6,16.0,1.4,53.9,Medium,Low,118.8,57.4,15.71,15.13
F0492,Kegalle,2025-06-16,285,Maturity,3.34,Chinese,Clay Loam,6.3,49.1,100.4,26.2,76.6,19.6,12.5,109.6,Medium,Low,161.8,68.0,19.43,19.42
F0993,Matara,2025-12-28,66,Early Vegetative,1.77,Chinese,Loam,5.8,22.9,26.0,32.8,79.8,21.9,45.6,111.8,Low,Low,56.3,50.2,11.43,11.99
F0561,Nuwara Eliya,2025-04-15,80,Early Vegetative,4.7,Nadun,Loam,6.3,25.3,11.2,33.5,89.9,23.5,24.0,67.8,Low,Low,60.6,53.2,11.48,11.14
F0923,Galle,2025-05-19,55,Early Vegetative,4.79,Chinese,Loam,6.1,38.3,87.5,23.7,69.0,18.3,6.8,40.5,Medium,Low,55.7,64.6,10.65,11.23
F0088,Matale,2025-08-19,253,Rhizome Development,1.92,Chinese,Clay Loam,6.6,37.5,68.7,29.9,81.0,20.6,31.1,58.4,Medium,Low,151.6,65.0,16.57,16.75
F0333,Monaragala,2025-12-11,12,Sprouting,0.62,Chinese,Sandy Loam,5.3,20.7,2.5,24.8,77.4,14.5,45.0,96.7,High,Low,12.4,53.8,8.14,8.7
F0229,Badulla,2025-07-10,158,Rhizome Initiation,3.76,Chinese,Clay Loam,5.4,24.0,10.2,21.7,82.3,14.6,18.3,74.0,High,Low,100.8,53.3,11.91,12.4
F0125,Galle,2025-01-16,270,Maturity,3.03,Chinese,Sandy Loam,5.8,41.0,87.5,25.7,76.9,24.1,27.9,107.1,Medium,Low,146.2,69.0,18.89,18.43
F0031,Kurunegala,2025-02-06,210,Rhizome Initiation,4.82,Chinese,Loam,6.6,28.6,25.1,26.4,66.6,16.4,22.1,39.5,Medium,Low,112.4,55.8,15.11,15.22
F0347,Matale,2025-03-15,160,Rhizome Initiation,2.39,Nadun,Clay Loam,6.8,44.2,94.8,21.2,65.1,22.6,23.6,22.4,Medium,Low,91.4,66.4,13.04,12.91
F0573,Matale,2025-01-07,146,Vegetative,4.08,Local,Sandy Loam,5.2,47.5,96.5,31.8,64.5,22.6,25.4,30.3,High,Medium,86.1,65.9,10.77,11.16
F0189,Ratnapura,2025-05-13,229,Rhizome Development,2.44,Nadun,Loam,5.1,26.6,10.9,26.7,75.5,18.8,24.7,83.5,High,Low,130.9,51.2,12.87,12.25
F0945,Kegalle,2025-01-23,89,Early Vegetative,4.41,Chinese,Clay Loam,5.4,44.3,79.0,30.8,79.9,16.8,31.3,89.6,Low,Low,63.0,71.0,13.63,14.22
F0881,Galle,2025-08-14,185,Rhizome Initiation,1.66,Nadun,Sandy Loam,5.7,51.0,108.5,23.0,85.3,17.1,10.8,63.0,High,Low,105.1,73.7,15.04,15.38
F0080,Matale,2025-03-22,54,Early Vegetative,4.19,Nadun,Loam,6.0,48.1,109.5,25.8,93.5,12.3,37.9,37.9,Low,Low,49.6,73.4,11.72,11.17
F0799,Kandy,2025-04-03,36,Early Vegetative,3.03,Chinese,Clay Loam,5.2,34.6,75.2,28.3,83.6,15.6,22.0,47.8,Low,Medium,28.2,55.9,8.61,8.07
F0682,Kandy,2025-11-27,259,Rhizome Development,3.61,Chinese,Loam,6.7,18.3,7.0,26.3,58.0,12.7,37.2,88.2,Medium,Medium,138.4,49.3,14.25,14.3
F0008,Badulla,2025-12-25,24,Sprouting,2.98,Chinese,Clay Loam,6.7,27.6,31.7,31.2,58.4,22.8,27.8,81.3,Low,High,23.0,59.1,8.18,8.15
F0197,Galle,2025-04-23,81,Early Vegetative,2.56,Nadun,Sandy Loam,6.3,31.7,63.9,23.3,86.6,17.7,48.6,60.8,Low,Low,60.3,61.5,12.37,11.61
F0447,Kandy,2025-08-30,233,Rhizome Development,3.45,Chinese,Sandy Loam,5.2,45.3,90.9,24.7,81.3,18.1,5.4,49.0,Low,Low,140.9,69.6,16.71,16.41
F0455,Matale,2025-02-16,202,Rhizome Initiation,3.62,Chinese,Clay Loam,5.2,43.3,74.8,31.9,77.1,23.6,29.2,56.4,Medium,Medium,117.6,64.8,14.16,14.39
F0106,Badulla,2025-06-18,237,Rhizome Development,2.43,Nadun,Clay Loam,5.7,40.2,99.5,30.8,88.4,24.8,10.9,116.2,Low,Medium,145.4,62.8,18.77,18.43
F0180,Badulla,2025-01-03,184,Rhizome Initiation,3.79,Nadun,Sandy Loam,5.5,26.7,18.7,27.3,68.1,21.1,20.5,68.4,Low,Medium,106.2,55.6,12.97,12.82
F0374,Nuwara Eliya,2025-07-08,298,Maturity,4.49,Chinese,Sandy Loam,6.3,40.2,99.3,28.9,79.9,14.6,47.0,54.5,Low,High,163.4,65.8,17.62,17.87
F0833,Nuwara Eliya,2025-01-05,253,Rhizome Development,4.89,Chinese,Sandy Loam,5.2,23.1,27.7,23.5,75.8,20.0,43.0,98.6,Low,Low,144.0,53.8,16.49,17.17
F0264,Matale,2025-12-12,11,Sprouting,1.16,Chinese,Clay Loam,5.5,43.8,78.5,31.3,71.2,16.5,6.6,41.1,Low,Low,30.4,62.2,10.65,11.0
F0274,Kurunegala,2025-06-11,83,Early Vegetative,2.67,Nadun,Sandy Loam,6.6,41.4,79.0,30.1,61.8,18.0,33.5,97.0,Low,Low,67.3,66.2,13.17,12.88
F0083,Kurunegala,2025-05-03,260,Rhizome Development,4.98,Nadun,Clay Loam,6.3,28.1,49.7,23.6,56.3,19.3,20.9,37.4,High,High,152.4,55.3,13.33,13.31
F0429,Kandy,2025-04-03,168,Rhizome Initiation,0.8,Local,Loam,5.3,41.9,104.1,33.8,72.9,19.1,16.0,21.1,Low,Low,108.3,68.7,14.74,15.05
F0459,Kurunegala,2025-05-22,106,Vegetative,3.76,Nadun,Clay Loam,5.9,43.9,99.5,27.1,73.1,21.3,21.8,52.9,Medium,Medium,61.9,61.7,12.24,13.02
F0345,Matale,2025-05-25,19,Sprouting,1.94,Nadun,Clay Loam,6.3,45.4,81.8,33.8,68.3,19.7,48.2,33.9,Low,Low,33.0,64.1,11.1,10.65
F0023,Kegalle,2025-03-10,153,Rhizome Initiation,1.68,Chinese,Clay Loam,6.2,18.5,0.1,29.9,61.5,14.2,32.0,22.4,Low,Low,87.6,51.9,13.14,13.86
F0856,Monaragala,2025-01-25,206,Rhizome Initiation,4.39,Chinese,Loam,5.0,34.3,52.8,27.5,78.9,16.4,5.3,28.7,Medium,Medium,112.2,57.1,12.68,13.43
F0678,Kegalle,2025-10-21,246,Rhizome Development,0.52,Chinese,Sandy Loam,6.7,29.8,53.9,22.3,92.4,21.3,26.0,78.6,Low,Low,145.8,61.3,17.47,17.08
F0928,Galle,2025-04-30,10,Sprouting,0.87,Local,Loam,5.5,39.9,78.0,22.1,83.9,23.6,36.3,24.2,High,Low,19.8,64.1,7.41,7.51
F0883,Kandy,2025-01-31,211,Rhizome Development,1.11,Local,Clay Loam,5.6,29.0,33.6,33.4,77.2,13.2,32.2,20.2,Low,Low,117.4,55.7,15.71,15.6
F0065,Matara,2025-03-04,209,Rhizome Initiation,1.68,Local,Loam,6.8,24.0,30.7,30.3,62.1,22.9,1.8,107.5,Low,Low,121.8,59.0,15.24,14.74
F0065,Matara,2025-03-19,9,Sprouting,0.71,Nadun,Sandy Loam,5.1,25.5,31.7,28.7,64.7,22.6,41.5,76.3,Medium,Low,26.9,55.2,7.65,6.95
F0109,Matara,2025-07-08,258,Rhizome Development,4.85,Nadun,Loam,6.7,24.6,21.1,33.2,86.4,12.5,46.8,38.1,Low,Medium,137.7,51.0,15.39,15.26
F0651,Kurunegala,2025-04-20,109,Vegetative,4.92,Chinese,Loam,6.2,45.2,89.7,33.5,61.2,18.2,11.2,55.7,Medium,Medium,77.5,63.5,11.57,11.86
F0214,Kandy,2025-09-24,253,Rhizome Development,3.92,Chinese,Clay Loam,5.2,35.7,61.2,27.2,80.5,22.3,35.8,53.4,High,Low,152.7,58.4,14.29,15.04
F0318,Nuwara Eliya,2025-09-14,300,Maturity,2.15,Chinese,Sandy Loam,6.7,25.4,23.8,26.0,90.5,18.8,35.7,51.4,Medium,Low,171.1,55.6,17.1,16.69
F0377,Monaragala,2025-01-25,63,Early Vegetative,1.57,Chinese,Clay Loam,6.4,41.4,76.3,23.4,70.3,20.3,22.8,57.0,Low,Medium,47.2,60.9,10.96,11.05
F0197,Badulla,2025-01-07,277,Maturity,1.59,Nadun,Sandy Loam,6.6,29.6,27.6,32.0,72.8,23.6,25.4,86.6,Low,Low,162.7,53.7,18.04,17.77
F0223,Badulla,2025-06-21,188,Rhizome Initiation,4.39,Chinese,Sandy Loam,6.4,47.4,96.7,25.0,56.1,24.2,6.1,89.8,Medium,High,119.1,66.2,14.11,14.86
F0511,Galle,2025-12-11,101,Vegetative,1.79,Local,Clay Loam,5.3,31.0,34.3,27.1,86.6,21.5,37.4,111.0,High,High,65.3,62.5,9.43,10.17
F0641,Galle,2025-11-01,196,Rhizome Initiation,4.28,Chinese,Loam,6.7,20.0,14.8,32.6,93.5,23.0,41.8,37.1,Medium,Medium,117.2,47.3,12.53,13.03
F0882,Galle,2025-11-10,257,Rhizome Development,2.85,Nadun,Sandy Loam,6.8,36.2,57.0,24.7,89.1,23.1,12.8,116.5,Low,Low,152.9,57.6,17.7,18.43
F0938,Matale,2025-05-26,42,Early Vegetative,4.51,Chinese,Sandy Loam,5.1,36.1,56.3,27.5,77.9,24.4,17.7,115.5,Low,Low,44.0,58.7,10.65,9.97
F0993,Matale,2025-01-03,127,Vegetative,4.92,Chinese,Sandy Loam,5.5,25.2,13.1,22.8,73.0,16.9,6.8,116.1,Medium,Low,88.0,57.9,13.35,12.84
F0831,Nuwara Eliya,2025-08-13,66,Early Vegetative,3.74,Chinese,Sandy Loam,6.1,41.6,84.8,28.9,73.3,14.0,42.7,76.7,Medium,Low,46.1,63.7,12.19,12.54
F0254,Matale,2025-12-09,266,Maturity,3.59,Local,Loam,6.1,35.8,44.7,22.8,79.6,21.7,32.0,23.9,Low,Low,147.0,60.3,18.11,18.17
F0584,Galle,2025-03-12,251,Rhizome Development,1.24,Nadun,Clay Loam,5.3,39.1,68.7,31.9,73.5,12.6,37.5,51.1,Medium,Medium,153.2,68.0,15.38,15.23
F0648,Kandy,2025-10-10,259,Rhizome Development,1.5,Local,Loam,6.6,52.5,112.4,23.2,86.0,16.4,24.4,95.3,Low,Low,138.0,72.1,19.46,19.3
F0228,Kurunegala,2025-05-20,266,Maturity,4.28,Nadun,Loam,5.6,31.2,55.0,21.6,77.1,23.3,13.5,107.8,Low,Low,146.4,62.1,18.92,18.38
F0279,Matara,2025-02-04,207,Rhizome Initiation,4.34,Local,Loam,6.2,46.7,88.4,29.2,90.5,23.7,33.3,69.6,Low,Medium,122.6,69.9,16.32,16.55
F0799,Galle,2025-01-17,234,Rhizome Development,4.98,Chinese,Clay Loam,5.7,29.1,37.7,32.7,68.0,22.9,26.9,116.4,High,Low,139.7,55.3,15.25,14.69
F0707,Matara,2025-02-23,237,Rhizome Development,0.63,Local,Clay Loam,5.8,44.9,88.8,27.0,84.3,21.5,3.2,95.2,Medium,Low,147.8,66.0,16.35,16.65
F0070,Badulla,2025-12-21,214,Rhizome Development,0.51,Local,Clay Loam,5.7,40.4,92.5,24.2,61.4,21.0,6.3,67.5,Low,High,133.0,59.9,16.27,16.13
F0440,Matara,2025-03-07,285,Maturity,2.49,Local,Clay Loam,6.7,39.9,66.0,22.5,56.1,21.9,44.0,112.1,Medium,Low,160.6,66.1,16.98,17.59
F0529,Monaragala,2025-05-19,8,Sprouting,0.67,Local,Loam,5.3,32.8,42.2,33.9,90.4,19.2,23.6,78.9,Low,Medium,16.4,57.4,10.21,10.08
F0185,Badulla,2025-12-20,115,Vegetative,2.23,Chinese,Loam,6.0,28.5,28.1,33.7,70.8,13.7,34.4,96.3,Low,Low,65.9,52.1,13.52,14.26
F0536,Badulla,2025-03-10,107,Vegetative,3.77,Chinese,Clay Loam,5.8,52.9,117.4,31.7,63.7,17.4,5.8,62.8,High,Low,60.8,71.2,11.82,11.95
F0665,Galle,2025-01-13,245,Rhizome Development,4.69,Nadun,Sandy Loam,6.6,45.8,109.6,21.1,91.9,15.9,38.9,48.2,Low,Medium,152.3,64.4,17.7,17.39
F0628,Ratnapura,2025-07-27,179,Rhizome Initiation,4.55,Local,Clay Loam,5.2,45.5,93.0,32.5,64.4,14.3,39.6,116.2,Low,High,109.3,71.3,13.53,13.26
F0088,Galle,2025-06-17,30,Sprouting,2.67,Local,Loam,5.8,51.6,107.1,33.6,76.9,17.1,33.9,62.5,Medium,Medium,35.4,70.8,10.11,9.96
F0026,Monaragala,2025-03-09,187,Rhizome Initiation,1.79,Local,Clay Loam,5.5,28.5,20.1,24.6,94.3,13.2,46.5,46.2,High,Low,121.9,59.6,13.54,12.99
F0074,Kurunegala,2025-11-22,250,Rhizome Development,4.19,Local,Sandy Loam,6.0,33.0,71.6,23.4,90.7,22.9,36.6,77.8,Low,Low,141.2,62.1,17.36,16.84
F0174,Ratnapura,2025-08-19,300,Maturity,2.15,Nadun,Sandy Loam,6.3,21.2,15.2,22.7,67.5,19.8,44.5,99.2,Medium,Medium,174.5,54.7,15.95,16.62
F0068,Monaragala,2025-11-11,132,Vegetative,1.3,Nadun,Clay Loam,5.5,36.0,46.2,21.7,92.3,15.2,47.5,88.3,Low,Medium,84.7,64.1,12.76,12.36
F0971,Matale,2025-02-19,237,Rhizome Development,2.94,Local,Clay Loam,6.7,33.8,54.3,30.0,92.9,18.2,37.5,43.9,High,High,143.4,61.4,11.93,11.84
F0594,Kurunegala,2025-11-18,153,Rhizome Initiation,1.56,Local,Sandy Loam,5.7,24.2,30.5,22.5,58.3,22.9,38.2,95.0,Low,Low,96.9,59.4,15.02,15.7
F0274,Ratnapura,2025-05-11,9,Sprouting,1.51,Nadun,Sandy Loam,6.4,34.4,76.0,21.1,85.5,24.4,15.8,73.9,Low,Medium,23.9,65.3,9.95,10.48
F0364,Galle,2025-03-27,214,Rhizome Development,1.37,Local,Sandy Loam,6.4,24.3,3.5,28.8,75.7,23.4,5.1,91.2,Low,Low,131.3,57.7,15.63,15.85
F0031,Matale,2025-03-14,162,Rhizome Initiation,1.37,Nadun,Clay Loam,6.4,23.3,23.0,27.1,55.2,21.7,20.7,86.5,Low,High,86.2,55.0,12.3,13.0
F0778,Monaragala,2025-07-04,236,Rhizome Development,0.96,Local,Sandy Loam,5.6,23.4,3.8,26.3,82.6,15.4,48.7,105.2,Low,High,133.4,58.7,15.12,14.55
F0870,Matale,2025-07-28,81,Early Vegetative,3.23,Nadun,Clay Loam,6.2,37.0,59.4,33.4,71.3,20.2,16.8,30.3,High,Medium,62.5,65.0,8.4,9.03
F0660,Monaragala,2025-09-01,10,Sprouting,1.18,Local,Loam,5.3,35.8,46.8,33.1,81.6,13.0,38.0,70.8,Low,Medium,21.1,58.1,9.41,9.59
F0054,Galle,2025-04-17,245,Rhizome Development,0.99,Chinese,Clay Loam,5.2,17.5,2.5,22.1,87.7,14.1,49.5,47.1,Low,Low,141.4,48.2,16.18,16.84
F0085,Badulla,2025-06-07,104,Vegetative,2.95,Chinese,Clay Loam,5.3,41.1,95.3,22.0,72.0,16.1,42.4,32.7,Low,Low,78.8,61.6,14.5,14.49
F0773,Galle,2025-12-17,277,Maturity,3.98,Chinese,Loam,5.3,23.7,12.2,26.5,94.4,22.1,35.4,74.2,Low,Low,162.5,58.2,17.37,17.63
F0070,Kegalle,2025-02-03,118,Vegetative,1.15,Chinese,Loam,6.6,33.6,36.1,27.7,73.8,21.4,23.7,45.4,Medium,High,88.7,57.3,10.22,9.73
F0172,Badulla,2025-03-16,14,Sprouting,1.42,Local,Sandy Loam,6.7,52.2,110.2,24.9,63.8,17.0,22.3,119.9,Medium,Low,21.8,74.9,10.02,10.39
